test_Tre.        test_AddUnit     DEBUG		
test_Tre.        test_AddUnit     DEBUG		
test_Tre.        test_AddUnit     DEBUG		starting test_AddUnit
    Tree.             getNode     DEBUG		index: 2
test_Tre.test_InverseAddition     DEBUG		
test_Tre.test_InverseAddition     DEBUG		
test_Tre.test_InverseAddition     DEBUG		starting test_InverseAddition
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element a at 1644390>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element _ at 1644300>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2]
    Tree.             getNode     DEBUG		current: <Element a at 1644390>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 2]
    Tree.             getNode     DEBUG		current: <Element _ at 1644300>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 3]
    Tree.             getNode     DEBUG		current: <Element a at 1644390>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		position is: [1, 3]
    Tree.             getNode     DEBUG		current: <Element _ at 1644300>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		position is: [1, 3, 1]
    Tree.             getNode     DEBUG		current: <Element a at 1644390>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element b at 16445d0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 3, 1]
    Tree.             getNode     DEBUG		current: <Element _ at 1644300>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element _ at 1644420>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 3, 1, 1]
    Tree.             getNode     DEBUG		current: <Element a at 1644390>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element b at 16445d0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element c at 1644510>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 3, 1, 1]
    Tree.             getNode     DEBUG		current: <Element _ at 1644300>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element _ at 1644420>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element _ at 1644450>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 3, 2]
    Tree.             getNode     DEBUG		current: <Element a at 1644390>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element b at 16445d0>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 3, 2]
    Tree.             getNode     DEBUG		current: <Element _ at 1644300>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element _ at 1644420>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1]
test_Tre.     test_SimpleTree     DEBUG		
test_Tre.     test_SimpleTree     DEBUG		
test_Tre.     test_SimpleTree     DEBUG		starting test_SimpleTree
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element Z at 1644690>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element Z at 16444e0>
    Tree.             getNode     DEBUG		index: 1
test_Tre.       test_UnitTree     DEBUG		
test_Tre.       test_UnitTree     DEBUG		
test_Tre.       test_UnitTree     DEBUG		starting test_UnitTree
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1]
    Tree.             getNode     DEBUG		position is: [1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 1644930>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 1644930>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element node at 1644c00>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2]
    Tree.             getNode     DEBUG		current: <Element xml at 1644930>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 2, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 1644930>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1644c90>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 2]
    Tree.             getNode     DEBUG		current: <Element xml at 1644930>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1644c90>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		position is: [1, 2, 3]
    Tree.             getNode     DEBUG		current: <Element xml at 1644930>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1644c90>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		position is: [1, 2, 3, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 1644930>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1644c90>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element child3 at 1644db0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		position is: [1, 2, 3, 1, 1]
    Tree.             getNode     DEBUG		current: <Element xml at 1644930>
    Tree.             getNode     DEBUG		index: 2
    Tree.             getNode     DEBUG		current: <Element node at 1644c90>
    Tree.             getNode     DEBUG		index: 3
    Tree.             getNode     DEBUG		current: <Element child3 at 1644db0>
    Tree.             getNode     DEBUG		index: 1
    Tree.             getNode     DEBUG		current: <Element grandchild at 1644de0>
    Tree.             getNode     DEBUG		index: 1
